"","Name","Sales"
"6844","Earthworm Jim 3D",0.12
"6845","Ecco the Dolphin",0.12
"6846","Echo Night",0.12
"6847","Etrian Odyssey V",0.12
"6848","Everybody Dance",0.12
"6849","Eyeshield 21: Max Devil Power",0.12
"6850","Famicom Mini: TwinBee",0.12
"6851","Fat Princess: Fistful of Cake",0.12
"6852","Fate/Extra CCC",0.12
"6853","Fire ProWrestling S: 6Men Scramble",0.12
"6854","FlatOut: Ultimate Carnage",0.12
"6855","Galidor: Defenders of the Outer Dimension",0.12
"6856","Gallop Racer 2000",0.12
"6857","Gladiator Begins",0.12
"6858","Go! Sudoku",0.12
"6859","Godzilla Unleashed: Double Smash",0.12
"6860","Guardian's Crusade",0.12
"6861","Guilty Gear X",0.12
"6862","Gundam Battle Royale",0.12
"6863","Gundam Memories: Tatakai no Kioku",0.12
"6864","Gungnir: Mayari no Gunshin to Eiyuu Sensou",0.12
"6865","Hanagumi Taisen Columns",0.12
"6866","Handball 16",0.12
"6867","HardBall 5",0.12
"6868","Harukanaru Augusta 2: Masters",0.12
"6869","Harvest Moon 2 GBC",0.12
"6870","Hello Kitty: Roller Rescue",0.12
"6871","High Velocity: Mountain Racing Challenge",0.12
"6872","Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",0.12
"6873","Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi",0.12
"6874","Hyperdimension Neptunia Re;Birth 3",0.12
"6875","Jikkyou Powerful Major League 2009",0.12
"6876","Jikkyou Powerful Pro Yakyuu 8 Ketteiban",0.12
"6877","John Daly's ProStroke Golf",0.12
"6878","Kaijuu Busters",0.12
"6879","Kidou Senshi Gundam Seed Battle Destiny",0.12
"6880","Kilari: Na-san, Mon Meilleur Ami",0.12
"6881","King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc",0.12
"6882","Little Busters! Converted Edition",0.12
"6883","Looney Tunes: Sheep Raider",0.12
"6884","Lost Horizon",0.12
"6885","Lost in Shadow",0.12
"6886","Lost Magic",0.12
"6887","Love Live! School Idol Paradise",0.12
"6888","Lovely Lisa",0.12
"6889","Lunar 2: Eternal Blue",0.12
"6890","Lunar: Dragon Song",0.12
"6891","Macross Triangle Frontier",0.12
"6892","Magic: The Gathering - Battlemage",0.12
"6893","Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces",0.12
"6894","Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny",0.12
"6895","Major League Baseball 2K8 Fantasy All-Stars",0.12
"6896","Makai Kingdom: Chronicles of the Sacred Tome",0.12
"6897","Makai Shin Trillion",0.12
"6898","Marvel Trading Card Game",0.12
"6899","Medarot 4: Kabuto / Kuwagata Version",0.12
"6900","Medarot DS: Kabuto / Kuwagata Ver.",0.12
"6901","MegaTagmension Blanc + Neptune VS Zombies",0.12
"6902","MLB Inside Pitch 2003",0.12
"6903","Mobil 1 Rally Championship",0.12
"6904","Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable",0.12
"6905","Mobile Suit Gundam Side Story: Missing Link",0.12
"6906","Monster Truck Madness",0.12
"6907","MotoGP 3 - Official Game of MotoGP",0.12
"6908","Mountain Sports",0.12
"6909","MTV Sports: Pure Ride",0.12
"6910","Mugen no Frontier: Super Robot Taisen OG Saga EXCEED",0.12
"6911","My Chinese Coach",0.12
"6912","My Farm Around the World",0.12
"6913","Mytran Wars",0.12
"6914","Neopets Petpet Adventures: The Wand of Wishing",0.12
"6915","NFL QB Club 2001",0.12
"6916","NHL Powerplay '96",0.12
"6917","Nightshade",0.12
"6918","Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG",0.12
"6919","O.D.T.: Escape... Or Die Trying",0.12
"6920","Ochaken no Heya DS",0.12
"6921","One Piece: Super Grand Battle! X",0.12
"6922","Onechanbara: Bikini Zombie Slayers",0.12
"6923","Onimusha: Blade Warriors",0.12
"6924","Outlaw Tennis",0.12
"6925","Peggle: Dual Shot",0.12
"6926","Peter Jacobsen's Golden Tee Golf",0.12
"6927","Petz Fantasy: Moonlight Magic",0.12
"6928","PixelJunk Monsters Deluxe",0.12
"6929","Power Pro Kun Pocket 14",0.12
"6930","Pryzm Chapter One: The Dark Unicorn",0.12
"6931","Puella Magi Madoka Magica Portable",0.12
"6932","Puzzle Quest 2",0.12
"6933","Puzzler World 2",0.12
"6934","Raiden IV",0.12
"6935","Rocket: Robot on Wheels",0.12
"6936","Rugrats: Totally Angelica",0.12
"6937","Rush",0.12
"6938","San Goku Shi V",0.12
"6939","SD Gundam G Generation-F.I.F",0.12
"6940","Self-Defense Training Camp",0.12
"6941","Sengoku Cyber: Fujimaru Jigokuhen",0.12
"6942","Skate City Heroes",0.12
"6943","Slayers",0.12
"6944","Solitaire & Mahjong",0.12
"6945","Song of the Deep",0.12
"6946","Sonic Adventure 2",0.12
"6947","Sonic Jam",0.12
"6948","Star Trek: Conquest",0.12
"6949","Stolen Song",0.12
"6950","Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental",0.12
"6951","Tecmo Bowl: Kickoff",0.12
"6952","Tecmo Super Bowl",0.12
"6953","The Clique: Diss and Make Up",0.12
"6954","The God of War Trilogy",0.12
"6955","The King of Fighters '94",0.12
"6956","The King of Fighters '98 Ultimate Match",0.12
"6957","The X Files: Resist or Serve",0.12
"6958","Thousand Arms",0.12
"6959","Tom Clancy's Splinter Cell Trilogy",0.12
"6960","Tron 2.0: Killer App",0.12
"6961","Ultimate Card Games",0.12
"6962","Ultimate Puzzle Games: Sudoku Edition",0.12
"6963","UN Squadron",0.12
"6964","Undead Knights",0.12
"6965","USA Today Crossword Challenge",0.12
"6966","Uta no * Prince-Sama: All Star",0.12
"6967","Vacation Isle: Beach Party",0.12
"6968","Virtua Fighter CG Portrait Series Vol.4: Pai Chan",0.12
"6969","Voodoo Vince",0.12
"6970","Wild ARMs 5 (jp sales)",0.12
"6971","Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B",0.12
"6972","Yard Sale Hidden Treasures: Sunnyville",0.12
"6973","Yattaman DS: BikkuriDokkiri Daisakusen da Koron",0.12
"6974","Zen-Nippon Pro Wrestling: Ouja no Kon",0.12
"6975","Zenses: Rainforest",0.12
"6976","Zero Escape: Zero Time Dilemma",0.12
"6977","Zubo",0.12
"6978","Hannspree Ten Kate Honda: SBK Superbike World Championship",0.11
"6979","Obscure",0.11
"6980","Top Gun",0.11
"6981","Winning Post 7 2012",0.11
"6982","18 Wheels of Steel: Extreme Trucker 2",0.11
"6983","A Witch's Tale",0.11
"6984","AirForce Delta Strike",0.11
"6985","AKB48+Me",0.11
"6986","American Girl: Julie Finds a Way",0.11
"6987","Aqua Aqua",0.11
"6988","Arcade Party Pak",0.11
"6989","ATV: Quad Frenzy",0.11
"6990","Barbie in The 12 Dancing Princesses",0.11
"6991","Batman & Robin",0.11
"6992","Black Bass with Blue Marlin",0.11
"6993","BlazBlue: Calamity Trigger Portable",0.11
"6994","BoomBots",0.11
"6995","Brain Quest: Grades 5 & 6",0.11
"6996","Brave Story: New Traveler (US sales)",0.11
"6997","Breakout",0.11
"6998","Brunswick Circuit Pro Bowling 2",0.11
"6999","Busou Shinki: Battle Masters Mk. 2",0.11
"7000","Bust-A-Move DS",0.11
"7001","Cake Mania",0.11
"7002","Carnage Heart",0.11
"7003","Cats & Dogs: The Revenge of Kitty Galore",0.11
"7004","Centipede: Infestation",0.11
"7005","Chameleon Twist",0.11
"7006","Chopper Attack",0.11
"7007","Cocoto Kart Racer",0.11
"7008","Cold Winter",0.11
"7009","Contra Advance: The Alien Wars EX",0.11
"7010","D",0.11
"7011","Daito Giken Koushiki Pachi-Slot Simulator: Hihouden",0.11
"7012","Dead Man's Hand",0.11
"7013","Death Jr.: Root of Evil",0.11
"7014","Deca Sports DS",0.11
"7015","Desktop Tower Defense",0.11
"7016","Digimon Digital Card Battle",0.11
"7017","Digimon World DS",0.11
"7018","Disney's Peter Pan: Return to Never Land",0.11
"7019","Disney Channel Collection Vol. 1",0.11
"7020","DOA 2: Dead or Alive 2 Hardcore",0.11
"7021","Doukoku Shoshite...",0.11
"7022","Dragon's Dogma Online",0.11
"7023","Dragon Ball Z Super Gokuden: Kakusei-Hen",0.11
"7024","Dragon Quest & Final Fantasy in Itadaki Street Portable",0.11
"7025","Dreamer Series: Top Model",0.11
"7026","DualPenSports",0.11
"7027","Dynasty Tactics 2",0.11
"7028","Dynasty Warriors Advance",0.11
"7029","EA Replay",0.11
"7030","ECW Anarchy Rulz",0.11
"7031","ESPN International Winter Sports 2002",0.11
"7032","Every Extend Extra",0.11
"7033","F1 Racing Championship",0.11
"7034","FabStyle",0.11
"7035","Fabulous Finds",0.11
"7036","Fairy Tail: Portable Guild",0.11
"7037","Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen",0.11
"7038","Family Fun Football",0.11
"7039","Fatal Frame: Maiden of Black Water",0.11
"7040","Felony 11-79",0.11
"7041","Fighting Force 64",0.11
"7042","Final Fantasy I & II",0.11
"7043","Final Fantasy XII International Zodiac Job System",0.11
"7044","FoxKids.com Micro Maniacs Racing",0.11
"7045","Frontier Gate",0.11
"7046","Funky Barn",0.11
"7047","Gabrielle's Ghostly Groove 3D",0.11
"7048","Gem Quest: 4 Elements",0.11
"7049","Girl Time",0.11
"7050","Go! Sudoku (JP sales)",0.11
"7051","Goal Storm '97",0.11
"7052","Grand Theft Auto: Mission Pack #1, London 1969",0.11
"7053","Growlanser Generations",0.11
"7054","GT Advance 2: Rally Racing",0.11
"7055","Guitar Rock Tour",0.11
"7056","Gun Metal",0.11
"7057","GunGriffon Blaze",0.11
"7058","Hail to the Chimp",0.11
"7059","Happy Feet Two",0.11
"7060","Heart Catch PreCure! Oshare Collection",0.11
"7061","Help Wanted: 50 Wacky Jobs",0.11
"7062","Hexen: Beyond Heretic",0.11
"7063","Higurashi no Naku Koro ni Matsuri",0.11
"7064","Hitman Trilogy",0.11
"7065","Hole in the Wall: Deluxe Edition",0.11
"7066","Hollywood Squares",0.11
"7067","Home Run King",0.11
"7068","HOP",0.11
"7069","Hyper Formation Soccer",0.11
"7070","International Track & Field 2000",0.11
"7071","InuYasha: A Feudal Fairy Tale",0.11
"7072","Invizimals: The Lost Tribes",0.11
"7073","Irozuki Tingle no Koi no Balloon Trip",0.11
"7074","Ivy the Kiwi?",0.11
"7075","J-League Winning Eleven 9: Asia Championship",0.11
"7076","Jake Hunter Detective Story: Memories of the Past",0.11
"7077","Jampack Volume 14 (RP-T)",0.11
"7078","Jikkyou Powerful Pro Yakyuu '95",0.11
"7079","Jikkyou Powerful Pro Yakyuu 13 Ketteiban",0.11
"7080","JU-ON: The Grudge",0.11
"7081","Jupiter Strike",0.11
"7082","Just In Time Translations",0.11
"7083","Kamen Rider: Climax Heroes",0.11
"7084","Kirarin * Revolution: Kira Kira Idol Audition",0.11
"7085","Kotoba no Puzzle: Mojipittan Daijiten",0.11
"7086","Kouchuu Ouja Mushi King: Super Collection",0.11
"7087","Kousoku Card Battle: Card Hero",0.11
"7088","Kung Fu Panda: Legendary Warriors",0.11
"7089","Lady Sia",0.11
"7090","Langrisser IV",0.11
"7091","LEGO Knights' Kingdom",0.11
"7092","Lost in Blue",0.11
"7093","Lunacy",0.11
"7094","Machinarium",0.11
"7095","Martian Gothic: Unification",0.11
"7096","Mass Destruction",0.11
"7097","Master of the Monster Lair",0.11
"7098","Maximum Force",0.11
"7099","Mechanic Master",0.11
"7100","Mega Man Battle Chip Challenge",0.11
"7101","Mega Man Battle Network 5: Double Team DS (JP sales)",0.11
"7102","Mega Man Zero 4",0.11
"7103","Melty Blood: Act Cadenza",0.11
"7104","Metal Gear Solid Integral",0.11
"7105","Michael Phelps: Push the Limit",0.11
"7106","Mobile Light Force 2",0.11
"7107","Mobile Suit Gundam Age: Universe Accel / Cosmic Drive",0.11
"7108","Mobile Suit Gundam: MS Sensen 0079",0.11
"7109","Monster Madness: Battle for Suburbia",0.11
"7110","Murakumo: Renegade Mech Pursuit",0.11
"7111","Mushroom Men: Rise of the Fungi",0.11
"7112","MX vs. ATV Supercross",0.11
"7113","My Boyfriend",0.11
"7114","My Little Sister Can't Be This Cute Portable",0.11
"7115","My SAT Coach with The Princeton Review",0.11
"7116","Mystery P.I. - Portrait of a Thief",0.11
"7117","Naruto Shippuden 3D: The New Era",0.11
"7118","Naruto Shippuden: Naruto vs. Sasuke",0.11
"7119","Naruto Ultimate Collection",0.11
"7120","Naval Ops: Warship Gunner",0.11
"7121","NBA Jam 2002",0.11
"7122","NCIS 3D",0.11
"7123","NHL Rivals 2004",0.11
"7124","Ninja Assault",0.11
"7125","Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden",0.11
"7126","Nodame Cantabile",0.11
"7127","Nuclear Strike 64",0.11
"7128","Odama",0.11
"7129","Outlaw Golf: Nine Holes of Christmas",0.11
"7130","Pac-Man Pinball Advance",0.11
"7131","Pac 'n Roll",0.11
"7132","Pachi-Slot Aruze Oukoku 3",0.11
"7133","Panzer Dragoon Saga",0.11
"7134","Patapon 2",0.11
"7135","Paws & Claws Pet Vet: Australian Adventures",0.11
"7136","Petz Fashion: Dogz & Catz",0.11
"7137","Phantasy Star Collection",0.11
"7138","Phantom Dust",0.11
"7139","Picross 3D 2",0.11
"7140","Pimp My Ride: Street Racing",0.11
"7141","Ping Pals",0.11
"7142","Pocket Pets",0.11
"7143","Pocket Soccer League: Calciobit",0.11
"7144","Primal Rage",0.11
"7145","Princess Isabella: A Witch's Curse",0.11
"7146","PriPara Mezase! Idol Grand Prix No.1!",0.11
"7147","Project Setsuna",0.11
"7148","Project: Horned Owl",0.11
"7149","Queen's Blade: Spiral Chaos",0.11
"7150","Railroad Tycoon II",0.11
"7151","Ranma 1/2: Akanekodan Teki Hihou",0.11
"7152","Rengoku: The Tower of Purgatory",0.11
"7153","Retro Game Challenge",0.11
"7154","Ride to Hell",0.11
"7155","Ring of Red",0.11
"7156","Rocky Balboa",0.11
"7157","Romance of the Three Kingdoms XII",0.11
"7158","Rugby Challenge 3",0.11
"7159","Sabrina The Teenage Witch: Potion Commotion",0.11
"7160","Saigo no Yakusoku no Monogatari",0.11
"7161","Sakura Taisen Hanagumi Tsuushin",0.11
"7162","Sega Touring Car Championship",0.11
"7163","Shin Sangoku Musou 6 Special",0.11
"7164","Shin Sangoku Musou: Multi Raid 2",0.11
"7165","Shining Ark",0.11
"7166","Shining Force NEO",0.11
"7167","Silly Bandz: Play The Craze",0.11
"7168","SingStar Guitar",0.11
"7169","Smash Cars",0.11
"7170","Snowboard Kids 2",0.11
"7171","Soma Bringer",0.11
"7172","Spy vs Spy",0.11
"7173","Spyborgs",0.11
"7174","Start the Party! Save the World",0.11
"7175","Stronghold",0.11
"7176","Stronghold Kingdoms",0.11
"7177","Stubbs the Zombie in Rebel Without a Pulse",0.11
"7178","Sudokuro",0.11
"7179","Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi",0.11
"7180","Super Swing Golf Season 2",0.11
"7181","Taiko Drum Master: Tokumori!",0.11
"7182","Tales of Phantasia (PS1 & PSP Versions)",0.11
"7183","Tales of the World: Reve Unitia",0.11
"7184","Tetris Evolution",0.11
"7185","The Book of Unwritten Tales",0.11
"7186","The Cheetah Girls: Pop Star Sensations",0.11
"7187","The Godfather: Mob Wars",0.11
"7188","The Golf Club",0.11
"7189","The Hardy Boys: The Hidden Theft",0.11
"7190","The Hardy Boys: Treasure on the Tracks",0.11
"7191","The King of Fighters '99",0.11
"7192","The King of Fighters 2000/2001",0.11
"7193","The Settlers",0.11
"7194","Thomas & Friends: Hero of the Rails",0.11
"7195","ToeJam & Earl III: Mission to Earth",0.11
"7196","Tokimeki Memorial: Girl's Side 2nd Season",0.11
"7197","Tonic Trouble",0.11
"7198","Top Angler: Real Bass Fishing",0.11
"7199","Top Gear Rally 2",0.11
"7200","Total Overdose: A Gunslinger's Tale in Mexico",0.11
"7201","Touch Detective 2 1/2",0.11
"7202","Tournament Pool",0.11
"7203","Transformers: Beast Wars Transmetals",0.11
"7204","Trauma Center: Under the Knife 2",0.11
"7205","Tyco RC: Assault with a Battery",0.11
"7206","Ultimate Mortal Kombat",0.11
"7207","Utawarerumono: Chiriyukusha e no Komoriuta",0.11
"7208","Vacation Sports",0.11
"7209","Victory Zone",0.11
"7210","Viewtiful Joe: Double Trouble!",0.11
"7211","Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant",0.11
"7212","Virtual Hydlide",0.11
"7213","Warhammer: Battle March",0.11
"7214","Winter Heat",0.11
"7215","Winter Sports 3: The Great Tournament",0.11
"7216","WireWay",0.11
"7217","Woody Woodpecker Racing",0.11
"7218","World Championship Rugby",0.11
"7219","World Snooker Championship 2007",0.11
"7220","Xiaolin Showdown",0.11
"7221","XXX",0.11
"7222","Yu Yu Hakusho: Tournament Tactics",0.11
"7223","Yuusha no Kuse ni Namaikida Or 3D",0.11
"7224","Zangeki no Reginleiv",0.11
"7225","3D Tank Warfare Simulator Panzer Front",0.1
"7226","Age of Empires II: The Age of Kings",0.1
"7227","Aidyn Chronicles: The First Mage",0.1
"7228","Aquapazza: Aquaplus Dream Match",0.1
"7229","Ar tonelico: Melody of Elemia",0.1
"7230","Army Corps of Hell",0.1
"7231","Army Men World War: Team Assault",0.1
"7232","Ballistic: Ecks vs. Sever",0.1
"7233","Banjo-Pilot",0.1
"7234","Baten Kaitos Origins",0.1
"7235","Beach Spikers: Virtua Beach Volleyball",0.1
"7236","BIT.TRIP COMPLETE",0.1
"7237","Blast Chamber",0.1
"7238","Blast Works: Build, Trade, Destroy",0.1
"7239","Bleach: Dark Souls (JP sales)",0.1
"7240","Blue Dragon: Awakened Shadow",0.1
"7241","Blue Stinger",0.1
"7242","Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!",0.1
"7243","Brooktown High: Senior Year",0.1
"7244","Bujingai: The Forsaken City",0.1
"7245","Bullet Witch",0.1
"7246","Carmen Sandiego: The Secret of the Stolen Drums",0.1
"7247","Cartoon Network: Punch Time Explosion",0.1
"7248","Castlevania Double Pack",0.1
"7249","Championship Pony",0.1
"7250","Choujikuu Yousai Macross: Ai Oboete Imasu ka",0.1
"7251","Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta",0.1
"7252","Contact",0.1
"7253","Corvette Evolution GT",0.1
"7254","Creeper World 3: Arc Eternal",0.1
"7255","Crime Crackers",0.1
"7256","Cubic Ninja",0.1
"7257","Culdcept DS",0.1
"7258","Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS",0.1
"7259","Darius Gaiden",0.1
"7260","Death By Degrees",0.1
"7261","Derby Jockey 2",0.1
"7262","Derby Stallion P",0.1
"7263","Descent Maximum",0.1
"7264","Destiny: The Collection",0.1
"7265","Digimon Adventure",0.1
"7266","Digimon Story: Lost Evolution",0.1
"7267","Digimon Story: Super Xros Wars Blue/Red",0.1
"7268","Disney's The Jungle Book",0.1
"7269","DJ Max Fever",0.1
"7270","Doko Demo Issho",0.1
"7271","Dora's Cooking Club",0.1
"7272","Dora & Kai-Lan's Pet Shelter",0.1
"7273","Draglade",0.1
"7274","Dragon Ball: Evolution",0.1
"7275","Dragonseeds",0.1
"7276","Dropship: United Peace Force",0.1
"7277","DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun",0.1
"7278","Dungeons & Dragons Tactics",0.1
"7279","E·O·E: Eve of Extinction",0.1
"7280","Earth Defense Force 2025.1: The Shadow of New Despair",0.1
"7281","Ennichi no Tatsujin",0.1
"7282","ESA Game Pack",0.1
"7283","Escape From Monkey Island",0.1
"7284","ESPN NFL Primetime 2002",0.1
"7285","Exhibition Volume 03",0.1
"7286","Exit DS",0.1
"7287","EyeCreate",0.1
"7288","EyeToy: Operation Spy",0.1
"7289","F1 Career Challenge",0.1
"7290","Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage",0.1
"7291","Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen",0.1
"7292","Famicom Mini: Mappy",0.1
"7293","Family Party: 30 Great Games",0.1
"7294","Fatal Frame 2: Wii Edition",0.1
"7295","Fate/hollow ataraxia",0.1
"7296","Fifi and the Flowertots",0.1
"7297","Flying Dragon",0.1
"7298","Football Director DS",0.1
"7299","G1 Jockey 3",0.1
"7300","Gallop Racer 2006",0.1
"7301","Gekido",0.1
"7302","Gem Smashers",0.1
"7303","Ghost in the Shell",0.1
"7304","Global Touring Challenge: Africa",0.1
"7305","Glory Days 2",0.1
"7306","Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!",0.1
"7307","Gormiti: The Lords of Nature!",0.1
"7308","Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu",0.1
"7309","Gravity Games Bike: Street Vert Dirt",0.1
"7310","Gretzky NHL",0.1
"7311","GT64 Championship Edition",0.1
"7312","Guilty Gear Isuka",0.1
"7313","Hakuouki Portable",0.1
"7314","Harvest Moon DS Cute (jp sales)",0.1
"7315","Harvest Moon: Frantic Farming",0.1
"7316","Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou",0.1
"7317","Hot Wheels Ultimate Racing",0.1
"7318","Idol Janshi Suchie-Pai Remix",0.1
"7319","IHRA Drag Racing: Sportsman Edition",0.1
"7320","Imagine: Reporter",0.1
"7321","Imagine: Soccer Captain",0.1
"7322","Inazuma Eleven GO Strikers 2013",0.1
"7323","Indy Racing 2000",0.1
"7324","Initial D: Street Stage",0.1
"7325","International Superstar Soccer 64 (weekly JP sales)",0.1
"7326","InuYasha: Secret of the Divine Jewel",0.1
"7327","Jade Cocoon 2",0.1
"7328","Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama",0.1
"7329","Kabushiki Baibai Trainer: Kabutore!",0.1
"7330","Kenka Bancho Bros: Tokyo Battle Royale",0.1
"7331","Kidou Senshi Gundam UC",0.1
"7332","Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training",0.1
"7333","King's Field: The Ancient City",0.1
"7334","King of Clubs: Mini Golf",0.1
"7335","Kirarin * Revolution: Mezase! Idol Queen",0.1
"7336","Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage",0.1
"7337","KORG DS-10 Synthesizer Plus",0.1
"7338","L'Aigle de Guerre",0.1
"7339","Lara Croft and the Temple of Osiris",0.1
"7340","Learn Chess",0.1
"7341","LEGO Rock Raiders",0.1
"7342","Line Rider 2: Unbound",0.1
"7343","Lode Runner 3-D",0.1
"7344","Lucky * Star: Ryouou Gakuen Outousai",0.1
"7345","Machi-Ing Maker 3 x Tousouchuu",0.1
"7346","Macross 30: Ginga o Tsunagu Utagoe",0.1
"7347","Mana Khemia: Student Alliance",0.1
"7348","Math Blaster in the Prime Adventure",0.1
"7349","Max & the Magic Marker",0.1
"7350","May's Mystery: Forbidden Memories",0.1
"7351","Metal Slug 3",0.1
"7352","Miami Law",0.1
"7353","Mickey's Speedway USA (weekly JP sales)",0.1
"7354","Micro Machines V3",0.1
"7355","Milo's Astro Lanes",0.1
"7356","Mind Quiz",0.1
"7357","Monkey Mischief! Party Time",0.1
"7358","Monster Rancher EVO",0.1
"7359","MotoGP 07",0.1
"7360","MotoGP 2",0.1
"7361","Murder in Venice",0.1
"7362","My First Dollhouse",0.1
"7363","Mystery Stories: Curse of the Ancient Spirits",0.1
"7364","N+",0.1
"7365","Nancy Drew: The Model Mysteries",0.1
"7366","Naruto Shippuden: Gekito Ninja Taisen! EX",0.1
"7367","NASCAR",0.1
"7368","NBA Ballers: Rebound",0.1
"7369","Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS",0.1
"7370","Olympic Summer Games: Atlanta 1996",0.1
"7371","Opoona",0.1
"7372","Option Tuning Car Battle",0.1
"7373","Pajama Sam: Don't Fear The Dark",0.1
"7374","Pariah",0.1
"7375","Penguin no Mondai: The World",0.1
"7376","Petz Hamsterz Superstarz",0.1
"7377","PictoImage",0.1
"7378","PopStar Guitar",0.1
"7379","Populous DS",0.1
"7380","Power Pocket Koushien",0.1
"7381","Power Stone Collection",0.1
"7382","Princess Debut",0.1
"7383","Pro Yakyuu Famista DS",0.1
"7384","Pro Yakyuu Famista DS 2009",0.1
"7385","Project FIFA World Cup",0.1
"7386","Project Hacker: Kakusei",0.1
"7387","Puzzle Chronicles",0.1
"7388","Real Bout Garou Densetsu",0.1
"7389","Record of Agarest War Zero",0.1
"7390","ReCore",0.1
"7391","Red Bull BC One",0.1
"7392","Retro Game Challenge (US sales)",0.1
"7393","Revolution X",0.1
"7394","Rhapsody: A Musical Adventure",0.1
"7395","Ridge Racer 2",0.1
"7396","Rock of the Dead",0.1
"7397","Rolling Stone: Drum King",0.1
"7398","Romance of the Three Kingdoms 13",0.1
"7399","Rome: Total War",0.1
"7400","Sakura Wars 2: Kimi, Shinitamou koto Nakare",0.1
"7401","Samurai Warriors Chronicles 2nd",0.1
"7402","SD Gundam: Gashapon Wars",0.1
"7403","Shadow Master",0.1
"7404","Shadow Tower",0.1
"7405","Shellshock",0.1
"7406","Shining Force EXA",0.1
"7407","Silent Scope Complete",0.1
"7408","Sneakers",0.1
"7409","SNK vs. Capcom Card Fighters DS",0.1
"7410","SNK vs. Capcom: SVC Chaos",0.1
"7411","Sol Trigger",0.1
"7412","Squinkies 2: Adventure Mall Surprize!",0.1
"7413","Steel Battalion",0.1
"7414","Sudoku Ball Detective",0.1
"7415","Sudoku Mania",0.1
"7416","Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice",0.1
"7417","Sword & Sorcery",0.1
"7418","System Flaw",0.1
"7419","Taiko no Tatsujin: V Version",0.1
"7420","Tales of Innocence R",0.1
"7421","Tatsunoko vs. Capcom: Cross Generation of Heroes",0.1
"7422","Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition",0.1
"7423","The Destiny of Zorro",0.1
"7424","The History Channel: Civil War - Secret Missions",0.1
"7425","The King of Fighters 02/03",0.1
"7426","The King of Fighters: Dream Match 1999",0.1
"7427","The Land Before Time: Great Valley Racing Adventure",0.1
"7428","The Legend of Heroes: Trails in the Sky Third Chapter",0.1
"7429","The Story of Noah's Ark",0.1
"7430","The Whispered World",0.1
"7431","thinkSMART",0.1
"7432","Time Travelers",0.1
"7433","Titanic Mystery",0.1
"7434","TNA iMPACT: Cross the Line",0.1
"7435","Toaru Majutsu no Index",0.1
"7436","Tom Clancy's Classic Trilogy",0.1
"7437","Tom Clancy's Ghost Recon: Predator",0.1
"7438","Total War: WARHAMMER",0.1
"7439","Touch Detective",0.1
"7440","Touch Mechanic",0.1
"7441","UFC: Tapout 2",0.1
"7442","Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero",0.1
"7443","Ultra Street Fighter IV",0.1
"7444","Unchained Blades",0.1
"7445","Universal Studios Theme Parks Adventure",0.1
"7446","Universe at War: Earth Assault",0.1
"7447","UNO / Skip-Bo / UNO Freefall",0.1
"7448","Urban Chaos",0.1
"7449","USA Today Puzzle Craze",0.1
"7450","Uta no Prince-Sama: Music",0.1
"7451","Utawarerumono: Futari no Hakuoro",0.1
"7452","Vandal Hearts II",0.1
"7453","Vanishing Point",0.1
"7454","Virtual Pool 64",0.1
"7455","Virtual Pro Wrestling",0.1
"7456","Warhammer 40,000: Dawn of War II - Chaos Rising",0.1
"7457","Watchmen: The End is Nigh Part 1 & 2",0.1
"7458","Water Sports",0.1
"7459","Weiss Schwarz Portable",0.1
"7460","Who Wants to Be A Millionaire?",0.1
